task_id,state_turn,guesser_log_index,exact_match,prefix_match,subsequence_match,overlap_count,actor_tool_count,speculator_tool_count,actor_tools,speculator_tools
100,34,7,False,False,False,0,0,1,[],"[""cancel_pending_order""]"
100,36,8,True,True,True,0,0,0,[],[]
101,2,0,True,True,True,0,0,0,[],[]
101,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
101,8,2,False,True,True,0,6,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
101,22,3,False,False,False,0,0,1,[],"[""get_product_details""]"
101,24,4,True,True,True,0,0,0,[],[]
101,26,5,False,False,False,0,0,3,[],"[""get_product_details"", ""get_product_details"", ""return_delivered_order_items""]"
101,28,6,True,True,True,0,0,0,[],[]
101,30,7,False,False,False,2,2,5,"[""modify_pending_order_items"", ""return_delivered_order_items""]","[""get_product_details"", ""get_product_details"", ""get_product_details"", ""modify_pending_order_items"", ""return_delivered_order_items""]"
101,36,8,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
101,40,9,True,True,True,0,0,0,[],[]
102,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
102,6,1,True,True,True,0,0,0,[],[]
102,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
102,16,3,True,True,True,0,0,0,[],[]
102,18,4,False,True,True,0,1,0,"[""modify_pending_order_address""]",[]
102,22,5,False,True,True,0,1,0,"[""get_product_details""]",[]
102,26,6,False,False,False,0,0,1,[],"[""modify_pending_order_items""]"
102,28,7,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
102,32,8,False,True,True,0,1,0,"[""get_product_details""]",[]
102,36,9,True,True,True,0,0,0,[],[]
102,38,10,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
102,42,11,False,False,False,0,0,1,[],"[""get_order_details""]"
103,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
103,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
103,10,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
103,18,3,True,True,True,0,0,0,[],[]
103,20,4,False,False,True,1,3,1,"[""get_product_details"", ""think"", ""modify_pending_order_address""]","[""modify_pending_order_address""]"
103,28,5,False,True,True,1,2,1,"[""modify_pending_order_items"", ""get_product_details""]","[""modify_pending_order_items""]"
103,34,6,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
103,38,7,True,True,True,0,0,0,[],[]
104,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
104,6,1,False,False,False,2,2,2,"[""get_user_details"", ""get_order_details""]","[""get_order_details"", ""get_user_details""]"
104,12,2,True,True,True,0,0,0,[],[]
104,14,3,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
104,16,4,False,False,False,1,1,2,"[""return_delivered_order_items""]","[""return_delivered_order_items"", ""get_order_details""]"
104,20,5,True,True,True,0,0,0,[],[]
104,22,6,False,True,True,0,4,0,"[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
104,32,7,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
104,36,8,True,True,True,0,0,0,[],[]
104,38,9,False,False,False,1,2,2,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details"", ""modify_pending_order_items""]"
104,44,10,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
104,48,11,True,True,True,0,0,0,[],[]
104,50,12,False,False,False,0,0,4,[],"[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
104,52,13,True,True,True,0,0,0,[],[]
105,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
105,6,1,False,True,True,1,3,1,"[""get_user_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details""]"
105,14,2,True,True,True,0,0,0,[],[]
105,16,3,False,False,False,2,2,3,"[""return_delivered_order_items"", ""return_delivered_order_items""]","[""return_delivered_order_items"", ""return_delivered_order_items"", ""return_delivered_order_items""]"
105,22,4,True,True,True,0,0,0,[],[]
105,24,5,True,True,True,2,2,2,"[""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details""]"
105,30,6,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
105,34,7,True,True,True,0,0,0,[],[]
105,36,8,False,False,False,1,2,2,"[""get_order_details"", ""get_product_details""]","[""get_user_details"", ""get_order_details""]"
105,42,9,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
105,46,10,True,True,True,0,0,0,[],[]
105,48,11,False,True,True,0,1,0,"[""modify_pending_order_address""]",[]
105,52,12,True,True,True,0,0,0,[],[]
105,54,13,True,True,True,0,0,0,[],[]
106,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
106,6,1,False,True,True,1,2,1,"[""get_user_details"", ""get_order_details""]","[""get_user_details""]"
106,12,2,False,True,True,0,2,0,"[""list_all_product_types"", ""get_product_details""]",[]
106,18,3,True,True,True,0,0,0,[],[]
106,20,4,True,True,True,0,0,0,[],[]
107,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
107,6,1,True,True,True,0,0,0,[],[]
107,8,2,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
107,12,3,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
107,20,4,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
107,24,5,False,False,False,0,0,1,[],"[""exchange_delivered_order_items""]"
107,26,6,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
107,30,7,True,True,True,0,0,0,[],[]
108,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
108,6,1,False,True,True,1,2,1,"[""get_user_details"", ""get_order_details""]","[""get_user_details""]"
108,12,2,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
108,16,3,True,True,True,0,0,0,[],[]
108,18,4,False,True,True,0,1,0,"[""get_order_details""]",[]
108,22,5,False,True,True,0,1,0,"[""get_product_details""]",[]
108,26,6,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
108,30,7,True,True,True,0,0,0,[],[]
109,2,0,True,True,True,0,0,0,[],[]
109,4,1,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
109,8,2,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
109,12,3,True,True,True,4,4,4,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
109,22,4,True,True,True,0,0,0,[],[]
109,24,5,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
109,28,6,True,True,True,0,0,0,[],[]
110,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
110,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
110,12,2,False,True,True,0,1,0,"[""modify_pending_order_address""]",[]
110,16,3,True,True,True,0,0,0,[],[]
110,18,4,True,True,True,1,1,1,"[""modify_user_address""]","[""modify_user_address""]"
110,22,5,False,True,True,0,2,0,"[""list_all_product_types"", ""get_product_details""]",[]
110,28,6,True,True,True,0,0,0,[],[]
110,30,7,False,False,False,0,1,1,"[""exchange_delivered_order_items""]","[""modify_pending_order_items""]"
110,34,8,True,True,True,0,0,0,[],[]
110,36,9,True,True,True,0,0,0,[],[]
111,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
111,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
111,12,2,True,True,True,0,0,0,[],[]
111,14,3,True,True,True,0,0,0,[],[]
111,16,4,True,True,True,0,0,0,[],[]
111,18,5,False,False,False,0,0,1,[],"[""transfer_to_human_agents""]"
111,20,6,False,True,True,0,1,0,"[""get_product_details""]",[]
111,24,7,True,True,True,0,0,0,[],[]
111,26,8,False,False,False,0,1,1,"[""exchange_delivered_order_items""]","[""modify_pending_order_items""]"
111,30,9,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
111,34,10,True,True,True,0,0,0,[],[]
112,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
112,6,1,False,True,True,0,5,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
112,18,2,False,True,True,0,3,0,"[""list_all_product_types"", ""get_product_details"", ""modify_pending_order_address""]",[]
112,26,3,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
112,30,4,False,False,False,0,1,1,"[""get_product_details""]","[""get_order_details""]"
112,34,5,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
112,38,6,True,True,True,0,0,0,[],[]
113,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
113,6,1,True,True,True,0,0,0,[],[]
113,8,2,False,True,True,0,5,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
113,20,3,False,False,False,0,0,1,[],"[""modify_pending_order_address""]"
113,22,4,False,True,True,2,5,2,"[""modify_pending_order_address"", ""modify_pending_order_items"", ""list_all_product_types"", ""get_product_details"", ""modify_pending_order_items""]","[""modify_pending_order_address"", ""modify_pending_order_items""]"
113,34,5,True,True,True,0,0,0,[],[]
114,2,0,False,False,False,0,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email""]"
114,6,1,False,False,False,5,5,7,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
114,18,2,True,True,True,2,2,2,"[""cancel_pending_order"", ""cancel_pending_order""]","[""cancel_pending_order"", ""cancel_pending_order""]"
114,24,3,True,True,True,0,0,0,[],[]
